006385cc  00000716 R_ARM_JUMP_SLOT   0048f86c   ezxml_set_attr
0063a244  000ac916 R_ARM_JUMP_SLOT   0035f73c   Volvo_Read_Dtc_Sub
0063a248  000aca16 R_ARM_JUMP_SLOT   000ef744   B2k_SendMsg
0063a24c  000acc16 R_ARM_JUMP_SLOT   00000000   fread
0063a250  000acd16 R_ARM_JUMP_SLOT   000b88a0   Man_ReverseIntBytes
0063a254  000acf16 R_ARM_JUMP_SLOT   0019ff50   honda_read_data_kwp_tw
0063a258  000ad016 R_ARM_JUMP_SLOT   00242910   KWP_Vari_Menu_Return
0063a25c  000ad216 R_ARM_JUMP_SLOT   004de5b0   sk_delete
0063a260  000ad316 R_ARM_JUMP_SLOT   00397660   FindACByName
0063a264  000ad416 R_ARM_JUMP_SLOT   0011b67c   FindCmdNo
0063a268  000ad616 R_ARM_JUMP_SLOT   0039ff98   LuaApp_Init
0063a26c  000ad716 R_ARM_JUMP_SLOT   00118560   Get_MSelectBox
0063a270  000ad816 R_ARM_JUMP_SLOT   004cdaec   RAND_bytes
0063a274  000ad916 R_ARM_JUMP_SLOT   003a78bc   GetWFDnameTextno
0063a278  000adb16 R_ARM_JUMP_SLOT   0039f970   SystemEnterInfor
0063a27c  000adc16 R_ARM_JUMP_SLOT   0029da54   seedkey_jl_bcm
0063a280  000add16 R_ARM_JUMP_SLOT   00449764   InstanceStatusDialog
0063a284  000ade16 R_ARM_JUMP_SLOT   000aff50   R1mS3VHyLjX
0063a288  000adf16 R_ARM_JUMP_SLOT   00419108   my_strrstr
0063a28c  000ae116 R_ARM_JUMP_SLOT   002bc540   seedkey_racfa_XICHAI_E
0063a290  000ae416 R_ARM_JUMP_SLOT   003e47f8   WFD_Dealwith_Node_Clea
0063a294  000ae616 R_ARM_JUMP_SLOT   0039a5bc   DoBDXAC
0063a298  000ae716 R_ARM_JUMP_SLOT   0012be70   BMW_Read_Data_NameList
0063a29c  000ae816 R_ARM_JUMP_SLOT   003d4540   BYD_Set_Read_Ver_DB_Co
0063a2a0  000aea16 R_ARM_JUMP_SLOT   0038e22c   GetAvGroupAndID
0063a2a4  000aeb16 R_ARM_JUMP_SLOT   0048f378   ezxml_free
0063a2a8  000aec16 R_ARM_JUMP_SLOT   004f2358   BN_RECP_CTX_set
0063a2ac  000aed16 R_ARM_JUMP_SLOT   00000000   dlsym
0063a2b0  000aef16 R_ARM_JUMP_SLOT   004dabc4   ENGINE_get_next
0063a2b4  000af016 R_ARM_JUMP_SLOT   004d2048   BN_CTX_free
0063a2b8  000af216 R_ARM_JUMP_SLOT   003e2410   WriteFirewareVer
0063a2bc  000af316 R_ARM_JUMP_SLOT   00000000   strdup
0063a2c0  000af416 R_ARM_JUMP_SLOT   0049012c   ezxml_parse_file_Old
0063a2c4  000af516 R_ARM_JUMP_SLOT   0039313c   GetSwAvValue
0063a2c8  000af716 R_ARM_JUMP_SLOT   000f73f0   B2k_Init_Ecu
0063a2cc  000af916 R_ARM_JUMP_SLOT   00444f6c   HNMZD_NEW_Ecu_flash
0063a2d0  000afa16 R_ARM_JUMP_SLOT   0045c4e4   luaL_pushresultsize
0063a2d4  000afb16 R_ARM_JUMP_SLOT   0049e734   strdup_EX
0063a2d8  000afc16 R_ARM_JUMP_SLOT   0029e3f8   seedkey_qingka_guosix_
0063a2dc  000afd16 R_ARM_JUMP_SLOT   00091b1c   AudiKwp_Clear_Dtc
0063a2e0  000afe16 R_ARM_JUMP_SLOT   00115208   SubBytes
0063a2e4  000aff16 R_ARM_JUMP_SLOT   003885d8   Get3levelpath
0063a2e8  000b0116 R_ARM_JUMP_SLOT   002dd11c   sub_10002A60_copy1
0063a2ec  000b0216 R_ARM_JUMP_SLOT   0013df4c   Reset_CNT
0063a2f0  000b0416 R_ARM_JUMP_SLOT   0038a408   ezxml_parse_xcd_file
0063a2f4  000b0516 R_ARM_JUMP_SLOT   002f63b0   Eol2009ALL_e0_q
0063a2f8  000b0816 R_ARM_JUMP_SLOT   004d9470   RSA_padding_add_SSLv23
0063a2fc  000b0916 R_ARM_JUMP_SLOT   002ba18c   method_3
0063a300  000b0b16 R_ARM_JUMP_SLOT   003a4ac8   LuaApp_ReadFTList
0063a304  000b0d16 R_ARM_JUMP_SLOT   003de040   InputMD5andFilename
0063a308  000b0e16 R_ARM_JUMP_SLOT   002e7014   sub_7E98F368
0063a30c  000b1016 R_ARM_JUMP_SLOT   003e997c   RefreshHexedit
0063a310  000b1216 R_ARM_JUMP_SLOT   00371ebc   SAIC_WscDate
0063a314  000b1416 R_ARM_JUMP_SLOT   0041b270   Ecu_Pass_RcvMsg
0063a318  000b1816 R_ARM_JUMP_SLOT   00442f04   HM_InputFlashAddress
0063a31c  000b1a16 R_ARM_JUMP_SLOT   004a9610   MakeFileBuf
0063a320  000b1b16 R_ARM_JUMP_SLOT   00258a3c   Moto_Init_Ecu_Try
0063a324  000b1d16 R_ARM_JUMP_SLOT   001bc8a0   initCountor
0063a328  000b1e16 R_ARM_JUMP_SLOT   0012c2bc   BMW_Read_Data_Simple
0063a32c  000b1f16 R_ARM_JUMP_SLOT   004da4c0   ENGINE_by_id
0063a330  000b2116 R_ARM_JUMP_SLOT   003ce140   ShowBagraphDialogByNod
0063a334  000b2316 R_ARM_JUMP_SLOT   003742d4   Dataflow_GetResult
0063a338  000b2416 R_ARM_JUMP_SLOT   0039b078   VCI_StartTesterPresent
0063a33c  000b2516 R_ARM_JUMP_SLOT   004e1620   OBJ_txt2obj
0063a340  000b2616 R_ARM_JUMP_SLOT   0047a894   lua_newstate
0063a344  000b2716 R_ARM_JUMP_SLOT   0013cf1c   CumminsGetKeyD
0063a348  000b2816 R_ARM_JUMP_SLOT   00442960   HNMZD_Flow1_Before_Fla
0063a34c  000b2916 R_ARM_JUMP_SLOT   003c5400   DTCHandlingSearch
0063a350  000b2a16 R_ARM_JUMP_SLOT   00000000   gettimeofday
0063a354  000b2c16 R_ARM_JUMP_SLOT   004ad8ec   p0x00012E
0063a358  000b2f16 R_ARM_JUMP_SLOT   003ce240   RefreshBargraphDialog
0063a35c  000b3216 R_ARM_JUMP_SLOT   000b6c20   GetKey_2018_01_16_13_1
0063a360  000b3316 R_ARM_JUMP_SLOT   000846a8   EcuFlashMenuReturn
0063a364  000b3416 R_ARM_JUMP_SLOT   004917e0   KT600_Verselect
0063a368  000b3516 R_ARM_JUMP_SLOT   00086518   NewStrCopy
0063a36c  000b3716 R_ARM_JUMP_SLOT   00300fc4   Focus_Spy_Stream
0063a370  000b3816 R_ARM_JUMP_SLOT   00000000   fopen
0063a374  000b3916 R_ARM_JUMP_SLOT   0021cc68   Kwp_Spy_Sub
0063a378  000b3a16 R_ARM_JUMP_SLOT   00323d2c   Get_Judge_Result
0063a37c  000b3b16 R_ARM_JUMP_SLOT   0038b2a4   PC_DelayXms
0063a380  000b3e16 R_ARM_JUMP_SLOT   004f3cd8   BIO_gets
0063a384  000b4016 R_ARM_JUMP_SLOT   003ebc3c   InstanceBargraphMin
0063a388  000b4116 R_ARM_JUMP_SLOT   003c138c   GenerateDTCCodeString
0063a38c  000b4316 R_ARM_JUMP_SLOT   000b5af8   SeedToKey_SCANIA_APS
0063a390  000b4416 R_ARM_JUMP_SLOT   0020cf44   convert_bit2byte
0063a394  000b4516 R_ARM_JUMP_SLOT   000bfee0   Econtrol_seed2key
0063a398  000b4616 R_ARM_JUMP_SLOT   001a8668   Get_InitProtocolCmd
0063a39c  000b4716 R_ARM_JUMP_SLOT   001458dc   Cummins_Read_Dtc_Sub
0063a3a0  000b4a16 R_ARM_JUMP_SLOT   004cc4a4   bn_expand2
0063a3a4  000b4b16 R_ARM_JUMP_SLOT   000bae90   GetKey_Benz_2Seed2Key_
0063a3a8  000b4d16 R_ARM_JUMP_SLOT   004ad7e0   p0x0000FB
0063a3ac  000b4e16 R_ARM_JUMP_SLOT   003e87a4   InstanceListboxItemspe
0063a3b0  000b5016 R_ARM_JUMP_SLOT   0022995c   TurnCalibrate
0063a3b4  000b5116 R_ARM_JUMP_SLOT   002b8fa8   seedkey_quanchaiEDC17_
0063a3b8  000b5216 R_ARM_JUMP_SLOT   00000000   localtime
0063a3bc  000b5316 R_ARM_JUMP_SLOT   003741e0   Dataflow_GetName
0063a3c0  000b5416 R_ARM_JUMP_SLOT   002e92e4   tt_or
0063a3c4  000b5516 R_ARM_JUMP_SLOT   0029e1d8   see2key_YC_VMS
0063a3c8  000b5716 R_ARM_JUMP_SLOT   00000000   memset
0063a3cc  000b5916 R_ARM_JUMP_SLOT   0026c114   xml_GetMMsg
0063a3d0  000b5a16 R_ARM_JUMP_SLOT   00143560   AscToHex
0063a3d4  000b5d16 R_ARM_JUMP_SLOT   0045a4ec   lua_status
0063a3d8  000b5e16 R_ARM_JUMP_SLOT   002f0474   sub_10001830
0063a3dc  000b5f16 R_ARM_JUMP_SLOT   00490560   readfileNEx
0063a3e0  000b6016 R_ARM_JUMP_SLOT   0025d2f8   Nissan_OLD_SedRevMsg
0063a3e4  000b6116 R_ARM_JUMP_SLOT   002bc770   Kwp2k_Adapt_Key_Test_0
0063a3e8  000b6516 R_ARM_JUMP_SLOT   00087924   findVoidPointerAndDele
0063a3ec  000b6616 R_ARM_JUMP_SLOT   0038cc78   WorkflowCall
0063a3f0  000b6716 R_ARM_JUMP_SLOT   004de704   sk_set
0063a3f4  000b6816 R_ARM_JUMP_SLOT   00397214   App_GMCommParse
0063a3f8  000b6a16 R_ARM_JUMP_SLOT   0017e7c0   Clr_OutBuffer
0063a3fc  000b6b16 R_ARM_JUMP_SLOT   00296a04   GenerateKeyFromD
0063a400  000b6c16 R_ARM_JUMP_SLOT   00122b1c   Benz_Parse_Ver
0063a404  000b6d16 R_ARM_JUMP_SLOT   0027a470   BYD_Mult_Stream_Read_D
0063a408  000b6e16 R_ARM_JUMP_SLOT   003be10c   DoDTC
0063a40c  000b7016 R_ARM_JUMP_SLOT   0038eca8   DoAV
0063a410  000b7116 R_ARM_JUMP_SLOT   000af584   seed_key_MDG1C_UDS_FP_
0063a414  000b7316 R_ARM_JUMP_SLOT   002547a8   Melco_Parse_Action
0063a418  000b7416 R_ARM_JUMP_SLOT   002fe2f8   ToyotaCAN_Read_DATA_DB
0063a41c  000b7516 R_ARM_JUMP_SLOT   002ce0c0   seedkey_cthnc_cnradar_
0063a420  000b7716 R_ARM_JUMP_SLOT   0044bb30   WFD_Dealwith_Node_Work
0063a424  000b7816 R_ARM_JUMP_SLOT   003ab110   FreeParseWFDSelList
0063a428  000b7916 R_ARM_JUMP_SLOT   002d5ef0   sub_1004E540
0063a42c  000b7c16 R_ARM_JUMP_SLOT   00459768   lua_setglobal
0063a430  000b7d16 R_ARM_JUMP_SLOT   0013e650   ASCII2Hex2
0063a434  000b7e16 R_ARM_JUMP_SLOT   00279b6c   CreateSystemReadStream
0063a438  000b7f16 R_ARM_JUMP_SLOT   00000000   ftell
0063a43c  000b8016 R_ARM_JUMP_SLOT   00230064   SAIC_EDC17CaculateCRC
0063a440  000b8216 R_ARM_JUMP_SLOT   004f42d0   BIO_set
0063a444  000b8316 R_ARM_JUMP_SLOT   001c06e0   Liang_GetCarPin
0063a448  000b8416 R_ARM_JUMP_SLOT   00149e90   CumminsCount
0063a44c  000b8516 R_ARM_JUMP_SLOT   0045a740   lua_error
0063a450  000b8716 R_ARM_JUMP_SLOT   00295ce8   toReflectionOnBitBasis
0063a454  000b8816 R_ARM_JUMP_SLOT   00000000   srand
0063a458  000b8916 R_ARM_JUMP_SLOT   00139030   SetOutBuff
0063a45c  000b8a16 R_ARM_JUMP_SLOT   00367e28   BOSCH_Compression_II_G
0063a460  000b8f16 R_ARM_JUMP_SLOT   00150e84   GetNewCom
0063a464  000b9016 R_ARM_JUMP_SLOT   002f11b8   seedkey_lootx_20220110
0063a468  000b9116 R_ARM_JUMP_SLOT   004f6540   ASN1_item_ex_free
0063a46c  000b9216 R_ARM_JUMP_SLOT   0012d8bc   BMW_Read_DTC_Counted
0063a470  000b9316 R_ARM_JUMP_SLOT   00388e04   GetComFd
0063a474  000b9416 R_ARM_JUMP_SLOT   00467818   lua_yieldk
0063a478  000b9516 R_ARM_JUMP_SLOT   00179098   hex2str
0063a47c  000b9716 R_ARM_JUMP_SLOT   000b55dc   SeedToKey_Woodward_Wei
0063a480  000b9816 R_ARM_JUMP_SLOT   003db71c   CHJ_Update_Flash_Statu
0063a484  000b9a16 R_ARM_JUMP_SLOT   0023e774   KWP_Read_Dtc_Parse
0063a488  000b9b16 R_ARM_JUMP_SLOT   000876d8   FreePointerList
0063a48c  000ba116 R_ARM_JUMP_SLOT   0038b4cc   luaFeof
0063a490  000ba216 R_ARM_JUMP_SLOT   00000000   __aeabi_uidiv
0063a494  000ba416 R_ARM_JUMP_SLOT   0039b684   VCIinit
0063a498  000ba516 R_ARM_JUMP_SLOT   0029ab44   SeedToKey_2
0063a49c  000ba816 R_ARM_JUMP_SLOT   00000000   clearerr
0063a4a0  000ba916 R_ARM_JUMP_SLOT   0039389c   LuaApp_DealwithValue
0063a4a4  000baa16 R_ARM_JUMP_SLOT   003903cc   GetAVRequestByNode
0063a4a8  000bac16 R_ARM_JUMP_SLOT   000b8cd4   Man_ConfuseEncoder_2
0063a4ac  000bad16 R_ARM_JUMP_SLOT   000b8c0c   Man_ConfuseEncoder_1
0063a4b0  000bae16 R_ARM_JUMP_SLOT   004f93d0   asn1_enc_restore
0063a4b4  000baf16 R_ARM_JUMP_SLOT   0045c43c   luaL_addstring
0063a4b8  000bb016 R_ARM_JUMP_SLOT   0038e8c0   LoadAvailableAV
0063a4bc  000bb216 R_ARM_JUMP_SLOT   004520c0   WFD_RefreshDoubleSelec
0063a4c0  000bb416 R_ARM_JUMP_SLOT   00457284   WFD_SendMsg
0063a4c4  000bb616 R_ARM_JUMP_SLOT   0039da44   DoEcuInfo
0063a4c8  000bb716 R_ARM_JUMP_SLOT   004cfa64   OpenSSLDie
0063a4cc  000bb816 R_ARM_JUMP_SLOT   004ccd14   RSA_blinding_off
0063a4d0  000bba16 R_ARM_JUMP_SLOT   001d0d50   RcvMsgS_analyse
0063a4d4  000bbb16 R_ARM_JUMP_SLOT   0035a464   Toyota_command_change
0063a4d8  000bbc16 R_ARM_JUMP_SLOT   003c897c   refreshExistArray
0063a4dc  000bbd16 R_ARM_JUMP_SLOT   003e6ba4   InstanceHeader
0063a4e0  000bbe16 R_ARM_JUMP_SLOT   003b709c   CreatePinsByXml
0063a4e4  000bc016 R_ARM_JUMP_SLOT   00000000   fclose
0063a4e8  000bc116 R_ARM_JUMP_SLOT   00457840   lua_absindex
0063a4ec  000bc216 R_ARM_JUMP_SLOT   000b6d14   GetKey_2018_01_15_10_1
0063a4f0  000bc316 R_ARM_JUMP_SLOT   004b1498   mega_code
0063a4f4  000bc516 R_ARM_JUMP_SLOT   0044b7f4   WFD_FindNextNode
0063a4f8  000bc616 R_ARM_JUMP_SLOT   003a6600   CXF_deleteAll
0063a4fc  000bc816 R_ARM_JUMP_SLOT   001b0a28   J1939_SendMsg
0063a500  000bc916 R_ARM_JUMP_SLOT   003631e8   J1708_Spy_Stream
0063a504  000bca16 R_ARM_JUMP_SLOT   003df950   CHJ_Flow1_FlashDrive
0063a508  000bcb16 R_ARM_JUMP_SLOT   00084758   PH_Exit
0063a50c  000bcd16 R_ARM_JUMP_SLOT   00000000   tcgetattr
0063a510  000bce16 R_ARM_JUMP_SLOT   0021d70c   Tsingshan_Read_Hexfile
0063a514  000bd016 R_ARM_JUMP_SLOT   002f0b60   ROEVE_Rx5_GW_system
0063a518  000bd416 R_ARM_JUMP_SLOT   000b9834   Benz_InjectorAdaptatio
0063a51c  000bd516 R_ARM_JUMP_SLOT   004cd30c   RSA_get_default_method
0063a520  000bd816 R_ARM_JUMP_SLOT   00000000   time
0063a524  000bd916 R_ARM_JUMP_SLOT   00000000   opendir
0063a528  000bdd16 R_ARM_JUMP_SLOT   0011acc8   MSet_Free
0063a52c  000bde16 R_ARM_JUMP_SLOT   000b7b58   GetKey_DAF_4Seed4Key_N
0063a530  000bdf16 R_ARM_JUMP_SLOT   0043ba20   WFD_GetExpressValueUns
0063a534  000be016 R_ARM_JUMP_SLOT   00435388   Function_Test_Std
0063a538  000be116 R_ARM_JUMP_SLOT   0038d0b8   LoadWFDworkflows
0063a53c  000be216 R_ARM_JUMP_SLOT   002e1fc4   sha1_final_copy1
0063a540  000be416 R_ARM_JUMP_SLOT   0048a358   ezxml_err
0063a544  000be516 R_ARM_JUMP_SLOT   0008658c   KXmlBackTo
0063a548  000be616 R_ARM_JUMP_SLOT   00451a4c   CreateDoubleSelectionD
0063a54c  000be716 R_ARM_JUMP_SLOT   0044ac98   WFD_Dealwith_Node_Wiat
0063a550  000be916 R_ARM_JUMP_SLOT   002d7694   seedkey_racf_delphi_dc
0063a554  000beb16 R_ARM_JUMP_SLOT   004ce9c4   ERR_get_state
0063a558  000bec16 R_ARM_JUMP_SLOT   00000000   __assert_fail
0063a55c  000bed16 R_ARM_JUMP_SLOT   00000000   poll
0063a560  000bee16 R_ARM_JUMP_SLOT   0039b39c   FreeComMode
0063a564  000bef16 R_ARM_JUMP_SLOT   003b32c4   DoServicecallDemorepon
0063a568  000bf116 R_ARM_JUMP_SLOT   003627b8   J1708_GetFault_Status
0063a56c  000bf216 R_ARM_JUMP_SLOT   00273090   Flash_ECU_Read_VER
0063a570  000bf416 R_ARM_JUMP_SLOT   00123dfc   Benz_Read_Data
0063a574  000bf716 R_ARM_JUMP_SLOT   0045d1fc   luaL_tolstring
0063a578  000bf816 R_ARM_JUMP_SLOT   003a74d4   LoadResources
0063a57c  000bfa16 R_ARM_JUMP_SLOT   00303ff4   Kwp2k_Read_Data
0063a580  000bfc16 R_ARM_JUMP_SLOT   0029d0d4   gain5
0063a584  000bfd16 R_ARM_JUMP_SLOT   004b1964   Read_ID
0063a588  000bff16 R_ARM_JUMP_SLOT   00185808   xml_Getdatagroup
0063a58c  000c0016 R_ARM_JUMP_SLOT   003e1984   CHJ_ECU_Flash_Flow2
0063a590  000c0116 R_ARM_JUMP_SLOT   002e9da4   seedkey_008c_0x31f
0063a594  000c0216 R_ARM_JUMP_SLOT   00395318   ParseAV
0063a598  000c0316 R_ARM_JUMP_SLOT   002c34f4   sub_300615DC
0063a59c  000c0416 R_ARM_JUMP_SLOT   0044ca3c   GetButtonName
0063a5a0  000c0616 R_ARM_JUMP_SLOT   0017a8f0   CreatePath2Lang
0063a5a4  000c0716 R_ARM_JUMP_SLOT   00375ee0   GetUlongValue
0063a5a8  000c0a16 R_ARM_JUMP_SLOT   0013f620   Cummins_RecvMsgs
0063a5ac  000c0b16 R_ARM_JUMP_SLOT   002e4420   seedkey_zneb_eapu_a18_
0063a5b0  000c0d16 R_ARM_JUMP_SLOT   000bfd04   ChaoChai_seed2key_2
0063a5b4  000c0f16 R_ARM_JUMP_SLOT   00000000   tmpnam
0063a5b8  000c1116 R_ARM_JUMP_SLOT   003b7208   MatchPinNo
0063a5bc  000c1316 R_ARM_JUMP_SLOT   002ce764   seedkey_008c_0x0d
0063a5c0  000c1516 R_ARM_JUMP_SLOT   0022403c   Kwp_Security_Login
0063a5c4  000c1916 R_ARM_JUMP_SLOT   0038bcd0   FreeWFDItemList
0063a5c8  000c1b16 R_ARM_JUMP_SLOT   0039af00   VCI_Set_Resource
0063a5cc  000c1c16 R_ARM_JUMP_SLOT   004b5038   CAPP_GetTextByNumber
0063a5d0  000c1d16 R_ARM_JUMP_SLOT   001dee3c   Kwp2k_GetSeed
0063a5d4  000c1e16 R_ARM_JUMP_SLOT   00000000   exp
0063a5d8  000c1f16 R_ARM_JUMP_SLOT   0044dfb0   SetListHeader
0063a5dc  000c2016 R_ARM_JUMP_SLOT   00174ee0   DIAGP_ShutOff
0063a5e0  000c2216 R_ARM_JUMP_SLOT   002cdfc0   seedkey_cthnc_haohanyi
0063a5e4  000c2316 R_ARM_JUMP_SLOT   0044c6dc   SetInfotext
0063a5e8  000c2516 R_ARM_JUMP_SLOT   003e22b8   WriteFirewareVerProces
0063a5ec  000c2616 R_ARM_JUMP_SLOT   003b7650   InitLuaapp
0063a5f0  000c2716 R_ARM_JUMP_SLOT   0038e1b0   FreeAVList
0063a5f4  000c2916 R_ARM_JUMP_SLOT   0021cacc   Set_Cmd_Valid
0063a5f8  000c2a16 R_ARM_JUMP_SLOT   004f72fc   ASN1_tag2bit
0063a5fc  000c2b16 R_ARM_JUMP_SLOT   004570d4   WFD_SaveInformation
0063a600  000c2d16 R_ARM_JUMP_SLOT   003b781c   ECU_Connect
0063a604  000c2e16 R_ARM_JUMP_SLOT   000afa48   seed_key_MDG1C_UDS_MD1
0063a608  000c2f16 R_ARM_JUMP_SLOT   0013504c   GetFilePath
0063a60c  000c3016 R_ARM_JUMP_SLOT   0013a954   Diag_ResetIO
0063a610  000c3316 R_ARM_JUMP_SLOT   002d0eb4   seedkey_008c_020f
0063a614  000c3416 R_ARM_JUMP_SLOT   0024f6c0   MARRUILI_AA9_AllowCmdS
0063a618  000c3716 R_ARM_JUMP_SLOT   00393fac   GetAVValue
0063a61c  000c3816 R_ARM_JUMP_SLOT   003ebb08   InstanceBargraphMax
0063a620  000c3916 R_ARM_JUMP_SLOT   0038a7a8   SuspendTesterPresentTh
0063a624  000c3a16 R_ARM_JUMP_SLOT   0029aaf8   SeedToKey_1
0063a628  000c3e16 R_ARM_JUMP_SLOT   00243a88   Kwp_ScanCommunication
0063a62c  000c4316 R_ARM_JUMP_SLOT   004575b4   lua_checkstack
0063a630  000c4416 R_ARM_JUMP_SLOT   00371190   U8Array2Str
0063a634  000c4516 R_ARM_JUMP_SLOT   00172704   DIAP_PackMutiToOneFram
0063a638  000c4716 R_ARM_JUMP_SLOT   0029acdc   gain
0063a63c  000c4816 R_ARM_JUMP_SLOT   00433d5c   ecu_menuReturn
0063a640  000c4a16 R_ARM_JUMP_SLOT   00232848   Clear_Shield_Dtc
0063a644  000c4c16 R_ARM_JUMP_SLOT   003c91b4   WFD_Dealwith_Node_Assi
0063a648  000c4f16 R_ARM_JUMP_SLOT   004556c0   CreatePieChartDialogNo
0063a64c  000c5016 R_ARM_JUMP_SLOT   002bd020   seedkey_008c_31b
0063a650  000c5116 R_ARM_JUMP_SLOT   004ad788   seed2key_1
0063a654  000c5516 R_ARM_JUMP_SLOT   00122284   Benz_Exist_ECU
0063a658  000c5716 R_ARM_JUMP_SLOT   004b42e4   GetText
0063a65c  000c5916 R_ARM_JUMP_SLOT   004d9288   RSA_padding_check_SSLv
0063a660  000c5a16 R_ARM_JUMP_SLOT   002e7728   sub_7E98F518
0063a664  000c5b16 R_ARM_JUMP_SLOT   0025d70c   Nissan_SendRevMsg_AC
0063a668  000c5c16 R_ARM_JUMP_SLOT   00418e5c   StrToIntExt2
0063a66c  000c5d16 R_ARM_JUMP_SLOT   001385d0   SetProtTypeInMap
0063a670  000c5f16 R_ARM_JUMP_SLOT   00417c3c   RefreshDoubleSelection
0063a674  000c6216 R_ARM_JUMP_SLOT   00000000   strcmp
0063a678  000c6416 R_ARM_JUMP_SLOT   0045920c   lua_gettable
0063a67c  000c6516 R_ARM_JUMP_SLOT   002e8064   ripemd160
0063a680  000c6616 R_ARM_JUMP_SLOT   0029d8cc   seedkey_jl_mp5
0063a684  000c6816 R_ARM_JUMP_SLOT   004b20fc   strdisp_GUI_Init_Ex
0063a688  000c6a16 R_ARM_JUMP_SLOT   002bc3b0   seed2key_delphi_1jyun_
0063a68c  000c6b16 R_ARM_JUMP_SLOT   0014e6c4   Diag_FuncMisc
0063a690  000c6c16 R_ARM_JUMP_SLOT   0024c1f8   JianHuai_SeedToKey
0063a694  000c6d16 R_ARM_JUMP_SLOT   001358f0   Buffercsuppier
0063a698  000c6f16 R_ARM_JUMP_SLOT   00000000   pthread_mutex_unlock
0063a69c  000c7016 R_ARM_JUMP_SLOT   0044b3a8   WFD_Init
0063a6a0  000c7116 R_ARM_JUMP_SLOT   003ba5dc   FreeSysid
0063a6a4  000c7616 R_ARM_JUMP_SLOT   00084ef8   GetProcAddress
0063a6a8  000c7816 R_ARM_JUMP_SLOT   0045c524   luaL_addvalue
0063a6ac  000c7916 R_ARM_JUMP_SLOT   0011a9a8   MSet_Free_gpmsets
0063a6b0  000c7b16 R_ARM_JUMP_SLOT   002e4ec4   pro_dfcv_qj_bcmii_meth
0063a6b4  000c7c16 R_ARM_JUMP_SLOT   0039a980   DeleterAcInAcailableAc
0063a6b8  000c7d16 R_ARM_JUMP_SLOT   00496f54   Menu_ReadEx
0063a6bc  000c7e16 R_ARM_JUMP_SLOT   000b9a18   GetKey_WeiTe_2Seed1Use
0063a6c0  000c7f16 R_ARM_JUMP_SLOT   00458d30   lua_pushstring
0063a6c4  000c8216 R_ARM_JUMP_SLOT   004f8114   ASN1_item_ex_d2i
0063a6c8  000c8316 R_ARM_JUMP_SLOT   0025c7d8   ClearNegationStatus
0063a6cc  000c8416 R_ARM_JUMP_SLOT   003bc26c   SVlistDataToBuff
0063a6d0  000c8516 R_ARM_JUMP_SLOT   001723d0   DIAP_RevSingleMsg
0063a6d4  000c8616 R_ARM_JUMP_SLOT   0008d020   AudiCan_Init_Ecu
0063a6d8  000c8716 R_ARM_JUMP_SLOT   004f510c   d2i_ASN1_OBJECT
0063a6dc  000c8816 R_ARM_JUMP_SLOT   00000000   tan
0063a6e0  000c8916 R_ARM_JUMP_SLOT   003a61d8   LuaApp_InstanceComMode
0063a6e4  000c8a16 R_ARM_JUMP_SLOT   00262728   Nissan_Parse_Dtc
0063a6e8  000c8c16 R_ARM_JUMP_SLOT   003a1a10   LuaApp_ReadDTC
0063a6ec  000c8d16 R_ARM_JUMP_SLOT   0013caa0   Diag_CheckSocket
0063a6f0  000c8f16 R_ARM_JUMP_SLOT   003ba0b4   DataToBuff
0063a6f4  000c9016 R_ARM_JUMP_SLOT   000ed34c   B2k_Set_Exist
0063a6f8  000c9116 R_ARM_JUMP_SLOT   00084254   SetVinRoot
0063a6fc  000c9416 R_ARM_JUMP_SLOT   004db23c   ENGINE_ctrl_cmd_string
0063a700  000c9816 R_ARM_JUMP_SLOT   002f3254   getStringValue
0063a704  000c9916 R_ARM_JUMP_SLOT   0029dbdc   SeedToKey_T60
0063a708  000c9a16 R_ARM_JUMP_SLOT   004b1c38   SystemInit
0063a70c  000c9b16 R_ARM_JUMP_SLOT   003e31ec   CHJ_Flow3_After_Flash
0063a710  000c9c16 R_ARM_JUMP_SLOT   003c5b3c   ReadDTCHandling
0063a714  000c9d16 R_ARM_JUMP_SLOT   003be534   DoBDXReadDTCComm
0063a718  000c9e16 R_ARM_JUMP_SLOT   002f5b08   seed2key_wise70__seedt
0063a71c  000c9f16 R_ARM_JUMP_SLOT   002902ac   Seedkey_VDO
0063a720  000ca016 R_ARM_JUMP_SLOT   0012af78   ProcessSpecialAction
0063a724  000ca216 R_ARM_JUMP_SLOT   0029d2cc   Xinte_SeedToKey
0063a728  000ca516 R_ARM_JUMP_SLOT   004b3fe0   ConvertTextNumber
0063a72c  000ca616 R_ARM_JUMP_SLOT   00449524   IsEscapeRegionStackEmp
0063a730  000ca816 R_ARM_JUMP_SLOT   004a973c   DecryptXmlBuf
0063a734  000cab16 R_ARM_JUMP_SLOT   00121310   Benz_SendMsg
0063a738  000cac16 R_ARM_JUMP_SLOT   0038e484   DeleterAvInAvailableAV
0063a73c  000cad16 R_ARM_JUMP_SLOT   002e224c   seedkey_nacsg_fuso_eng
0063a740  000cae16 R_ARM_JUMP_SLOT   003d96d8   SaveFirewareVer
0063a744  000caf16 R_ARM_JUMP_SLOT   000ba2d8   BuildKey
0063a748  000cb016 R_ARM_JUMP_SLOT   003ba288   AddsystemIDfromP3win
